,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Global_Sales
186,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.93,0.11,0.65,80.0,80.0,6.3,3018.0,M,4.09
187,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,91.0,46.0,7.9,789.0,T,4.09
188,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,87.0,89.0,7.6,2715.0,M,4.09
189,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,93.0,70.0,8.9,718.0,M,4.07
190,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.15,2.18,0.1,0.63,85.0,83.0,7.7,1663.0,M,4.0600000000000005
191,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,84.0,81.0,8.1,775.0,M,4.0600000000000005
192,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,,,8.2,23.0,E,4.05
193,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,56.0,27.0,6.0,44.0,E,4.06
194,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,90.0,66.0,8.3,381.0,E,4.06
195,Tom Clancys The Division,PS4,2016.0,Shooter,Ubisoft,1.37,1.85,0.15,0.63,80.0,64.0,7.0,2234.0,M,4.0
196,Assassins Creed: Unity,PS4,2014.0,Action,Ubisoft,1.2,2.09,0.08,0.63,70.0,40.0,4.9,2069.0,M,4.0
197,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,61.0,21.0,,,E10+,3.97
198,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,89.0,76.0,8.6,684.0,M,3.9699999999999998
199,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,90.0,57.0,8.0,916.0,M,3.9499999999999997
200,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.03,1.17,0.37,0.38,93.0,81.0,7.9,1972.0,E10+,3.9499999999999997
201,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,84.0,65.0,8.8,73.0,E10+,3.95
202,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.16,0.0,0.6,94.0,32.0,8.1,9142.0,M,3.9200000000000004
203,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,86.0,80.0,8.7,348.0,T,3.9099999999999997
204,EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,81.0,27.0,8.7,39.0,E,3.9
205,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,87.0,51.0,6.7,369.0,E10+,3.9
206,Tony Hawks Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,90.0,38.0,8.7,121.0,T,3.8899999999999997
207,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,88.0,62.0,8.7,233.0,T,3.88
208,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,84.0,9.0,7.3,224.0,T,3.86
209,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,91.0,26.0,9.1,38.0,E,3.85
210,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,76.0,64.0,7.9,104.0,E10+,3.85
211,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,78.0,49.0,3.7,1570.0,M,3.8299999999999996
212,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,59.0,22.0,4.0,4.0,E,3.82
213,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,68.0,33.0,6.9,39.0,E,3.79
214,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,77.0,60.0,7.5,65.0,E10+,3.77
215,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,79.0,21.0,7.7,30.0,T,3.76
216,Harry Potter and the Sorcerers Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,64.0,11.0,7.5,43.0,E,3.7300000000000004
217,Assassins Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.69,0.13,0.57,88.0,36.0,8.1,846.0,M,3.7199999999999998
218,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,85.0,56.0,7.9,423.0,E,3.71
219,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,81.0,27.0,7.6,56.0,E,3.69
220,Tony Hawks Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,94.0,27.0,8.5,129.0,T,3.6699999999999995
221,MySims,DS,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,67.0,15.0,6.9,14.0,E,3.66
222,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,74.0,34.0,8.4,31.0,E10+,3.65
223,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,82.0,42.0,7.9,83.0,M,3.6399999999999997
224,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,90.0,35.0,8.7,314.0,E,3.65
225,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,82.0,10.0,7.9,38.0,E,3.62
226,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,96.0,38.0,8.9,1025.0,M,3.62
227,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,91.0,56.0,7.5,204.0,E,3.62
228,Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,86.0,18.0,7.6,71.0,T,3.6199999999999997
229,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,85.0,18.0,6.9,1586.0,M,3.61
230,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,82.0,36.0,8.7,143.0,T,3.6199999999999997
231,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,64.0,23.0,7.7,32.0,T,3.61
232,Luigis Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,78.0,34.0,8.6,162.0,E,3.61
233,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.89,1.39,0.0,0.31,,,6.2,10.0,E10+,3.59
234,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,84.0,30.0,9.0,268.0,T,3.6
235,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,70.0,39.0,8.0,9.0,E,3.58
236,Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,2.25,0.98,0.0,0.33,78.0,18.0,3.2,315.0,M,3.56
237,Assassins Creed: Unity,XOne,2014.0,Action,Ubisoft,2.32,0.9,0.0,0.33,72.0,59.0,4.1,1008.0,M,3.55
238,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,78.0,49.0,7.8,112.0,M,3.53
239,The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,72.0,49.0,6.8,89.0,M,3.54
240,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,72.0,27.0,7.9,48.0,T,3.54
241,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,88.0,66.0,7.5,155.0,E,3.52
242,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,89.0,67.0,7.9,1309.0,M,3.5
243,Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,83.0,91.0,7.5,526.0,M,3.5
244,Assassins Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,89.0,81.0,8.3,700.0,M,3.5
245,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,80.0,14.0,5.8,580.0,M,3.5
246,FIFA Soccer 2004,PS2,2003.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,84.0,20.0,6.4,76.0,E,3.5
247,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.15,1.02,0.02,0.31,79.0,21.0,5.6,546.0,M,3.5
248,Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.21,0.95,0.02,0.31,92.0,78.0,8.7,1083.0,T,3.49
249,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,88.0,75.0,8.6,870.0,M,3.47
250,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,0.34,0.0,0.36,82.0,74.0,7.5,570.0,M,3.4799999999999995
251,Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,71.0,70.0,8.8,29.0,E10+,3.47
252,Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,83.0,30.0,8.4,28.0,E,3.4499999999999997
253,Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,84.0,83.0,8.2,717.0,M,3.4299999999999997
254,Assassins Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.84,2.01,0.07,0.53,76.0,86.0,6.8,1341.0,M,3.4499999999999993
255,Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,79.0,23.0,8.3,126.0,T,3.4400000000000004
256,Battlefield 1,XOne,2016.0,Shooter,Electronic Arts,2.14,0.97,0.01,0.32,87.0,38.0,8.1,470.0,M,3.44
257,Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.1,1.36,0.49,0.48,93.0,86.0,8.2,3987.0,M,3.43
258,Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,80.0,50.0,8.9,109.0,T,3.4000000000000004
259,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,91.0,86.0,8.4,660.0,E,3.4
260,LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.03,0.0,0.32,76.0,49.0,7.9,75.0,E10+,3.39
261,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,88.0,15.0,6.7,35.0,E,3.3999999999999995
262,Destiny,XOne,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,75.0,11.0,5.5,1736.0,T,3.37
263,Final Fantasy XV,PS4,2016.0,Role-Playing,Square Enix,1.01,1.12,0.81,0.42,82.0,102.0,7.7,2659.0,T,3.36
264,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,90.0,32.0,8.5,1046.0,M,3.35
265,James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,77.0,20.0,8.5,66.0,T,3.3200000000000003
266,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,60.0,34.0,7.2,82.0,T,3.32
267,The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,87.0,75.0,7.8,231.0,E10+,3.3099999999999996
268,Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,80.0,21.0,8.4,87.0,M,3.31
269,Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.98,1.0,0.03,0.3,85.0,69.0,7.2,1272.0,M,3.3099999999999996
270,Assassins Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.11,0.01,0.29,86.0,35.0,7.9,706.0,M,3.3099999999999996
271,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,85.0,31.0,8.6,106.0,T,3.29
272,Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.21,0.92,0.95,0.2,88.0,85.0,8.7,698.0,E,3.2800000000000002
273,Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.74,1.68,0.4,0.45,81.0,81.0,7.7,762.0,E,3.27
274,True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,77.0,39.0,8.0,94.0,M,3.27
275,Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.61,1.57,0.82,0.27,86.0,62.0,9.2,111.0,E10+,3.27
276,FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.9,2.12,0.0,0.24,84.0,45.0,4.4,463.0,E,3.26
277,Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.35,0.3,0.0,0.6,83.0,37.0,5.9,180.0,E,3.25
278,Wii Music,Wii,2008.0,Misc,Nintendo,1.35,1.11,0.46,0.32,63.0,43.0,4.6,116.0,E,3.2399999999999998
279,FIFA 17,XOne,2016.0,Sports,Electronic Arts,0.72,2.3,0.0,0.22,84.0,51.0,5.4,210.0,E,3.2399999999999998
280,The Sims 4,PC,2014.0,Simulation,Electronic Arts,1.05,1.93,0.0,0.24,70.0,74.0,3.9,2075.0,T,3.2199999999999998
281,God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,91.0,79.0,8.6,566.0,M,3.18
282,L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1.28,1.29,0.12,0.5,89.0,78.0,7.7,1017.0,M,3.1900000000000004
283,Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,62.0,30.0,8.1,137.0,T,3.18
284,Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,83.0,67.0,8.0,465.0,T,3.1700000000000004
285,Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.76,0.01,0.26,82.0,63.0,7.6,85.0,T,3.1799999999999997
286,Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,89.0,22.0,9.1,97.0,E,3.17
287,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.55,1.07,1.41,0.13,66.0,60.0,6.8,107.0,E,3.16
288,Animal Crossing,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,87.0,42.0,8.9,138.0,E,3.16
289,FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,83.0,12.0,6.5,36.0,E,3.14
290,Mario Party 9,Wii,2012.0,Misc,Nintendo,1.06,1.1,0.76,0.22,73.0,45.0,6.8,159.0,E,3.14
291,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,,,8.0,37.0,E,3.1399999999999997
292,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.41,1.03,0.46,0.23,91.0,81.0,8.9,1070.0,E,3.13
293,Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,82.0,43.0,8.5,102.0,E,3.12
294,Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,1.53,1.03,0.1,0.46,82.0,57.0,7.8,496.0,M,3.12
295,Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,81.0,12.0,7.8,10.0,E,3.1100000000000003
296,Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,83.0,48.0,9.0,63.0,E,3.11
297,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,93.0,45.0,8.0,606.0,M,3.1100000000000003
298,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,74.0,34.0,5.4,1309.0,M,3.0999999999999996
299,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,96.0,98.0,8.9,3153.0,M,3.0999999999999996
300,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,67.0,28.0,7.9,71.0,T,3.08
301,Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,94.0,23.0,7.9,46.0,E,3.09
302,The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,75.0,18.0,7.8,22.0,T,3.07
303,LEGO Batman: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,1.8,0.98,0.0,0.29,74.0,17.0,7.9,22.0,E10+,3.0700000000000003
304,LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,72.0,16.0,8.0,16.0,E10+,3.05
305,Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,89.0,59.0,8.2,895.0,M,3.06
306,Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,75.0,42.0,7.4,32.0,E10+,3.04
307,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,93.0,74.0,5.8,3733.0,M,3.05
308,Saints Row 2,X360,2008.0,Action,THQ,1.95,0.79,0.02,0.28,81.0,75.0,8.1,310.0,M,3.04
309,Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,87.0,107.0,7.7,2775.0,M,3.0300000000000002
310,Tom Clancys Splinter Cell,X,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,93.0,46.0,8.5,121.0,T,3.02
311,FIFA 14,PS4,2013.0,Sports,Electronic Arts,0.62,1.85,0.12,0.44,87.0,26.0,6.3,619.0,E,3.0300000000000002
312,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.61,0.2,0.01,0.19,88.0,41.0,7.3,132.0,E,3.01
313,Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,91.0,94.0,8.1,1509.0,M,3.01
314,Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.32,0.02,0.28,91.0,39.0,8.6,1259.0,M,3.0
315,Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,73.0,78.0,7.0,131.0,E,3.0100000000000002
316,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,73.0,24.0,9.2,176.0,T,3.0
317,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,93.0,24.0,9.1,65.0,E,2.99
318,Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,94.0,37.0,8.5,467.0,M,2.99
319,Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.02,1.43,0.05,0.47,84.0,85.0,8.1,1907.0,M,2.9699999999999998
320,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.59,1.01,0.0,0.38,85.0,73.0,5.9,2755.0,T,2.98
321,Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.85,0.8,0.04,0.27,86.0,68.0,6.4,2661.0,M,2.9600000000000004
322,Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,64.0,29.0,7.8,94.0,E,2.96
323,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,85.0,19.0,7.8,78.0,M,2.96
324,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,88.0,59.0,8.5,573.0,M,2.95
325,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,87.0,42.0,9.0,93.0,M,2.9400000000000004
326,Street Fighter IV,X360,2009.0,Fighting,Capcom,1.83,0.7,0.15,0.26,93.0,77.0,7.3,292.0,T,2.9400000000000004
327,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,79.0,13.0,7.8,4.0,E,2.9399999999999995
328,inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,85.0,98.0,8.3,1176.0,T,2.93
329,Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,1.88,0.77,0.0,0.27,78.0,7.0,4.3,702.0,M,2.92
330,FIFA 15,X360,2014.0,Sports,Electronic Arts,0.79,1.92,0.0,0.21,,,4.2,85.0,E,2.92
331,Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.55,0.04,1.19,0.15,76.0,40.0,8.8,77.0,E,2.93
332,Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,91.0,74.0,8.7,1702.0,M,2.92
333,Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,73.0,21.0,8.6,30.0,E,2.9
334,World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,93.0,28.0,9.0,45.0,E,2.9000000000000004
335,Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,67.0,45.0,6.8,19.0,E10+,2.8899999999999997
336,Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,85.0,30.0,8.9,16.0,E,2.89
337,Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.41,1.12,0.05,0.3,61.0,37.0,5.3,23.0,E,2.88
338,WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.86,1.04,0.73,0.26,83.0,61.0,7.4,180.0,E10+,2.8899999999999997
339,Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,76.0,49.0,7.7,70.0,T,2.88
340,Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,1.3,1.26,0.0,0.31,,,7.7,15.0,E,2.87
341,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.55,0.82,0.0,0.5,83.0,81.0,7.7,845.0,M,2.87
342,Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,81.0,36.0,5.8,179.0,E,2.8499999999999996
343,The Elder Scrolls III: Morrowind,X,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,87.0,34.0,8.7,112.0,T,2.8599999999999994
344,Assassins Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.42,83.0,29.0,7.8,1553.0,M,2.86
345,Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,84.0,60.0,8.4,496.0,M,2.8499999999999996
346,Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,85.0,58.0,6.1,90.0,E,2.83
347,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,96.0,88.0,8.9,2256.0,M,2.83
348,Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,97.0,70.0,9.3,754.0,T,2.82
349,Assassins Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,1.87,0.55,0.11,0.29,90.0,59.0,8.2,800.0,M,2.82
350,Finding Nemo,GBA,2003.0,Action,THQ,1.59,1.05,0.04,0.14,,,7.0,8.0,E,2.8200000000000003
351,Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,1.51,1.04,0.0,0.27,,,,,T,2.82
352,Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,75.0,56.0,7.5,285.0,M,2.81
353,Imagine: Fashion Designer,DS,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,,,7.6,7.0,E,2.8099999999999996
354,inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.29,0.98,0.07,0.46,80.0,90.0,7.9,2954.0,T,2.8
355,NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,89.0,22.0,8.6,39.0,E,2.79
356,Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,87.0,47.0,8.2,241.0,T,2.78
357,Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.46,0.86,0.09,0.38,84.0,85.0,7.9,945.0,M,2.7899999999999996
358,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,89.0,59.0,7.2,301.0,E10+,2.7800000000000002
359,Skylanders: Spyros Adventure,Wii,2011.0,Action,Activision,1.35,1.13,0.0,0.3,81.0,11.0,5.6,31.0,E10+,2.78
360,Battlefield 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,89.0,61.0,7.5,4942.0,M,2.78
361,The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,83.0,33.0,7.7,46.0,T,2.7700000000000005
362,Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,1.74,0.77,0.0,0.26,73.0,74.0,6.7,390.0,T,2.7699999999999996
363,Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.14,0.07,0.3,84.0,70.0,7.6,492.0,M,2.7599999999999993
364,Yoshis Island DS,DS,2006.0,Platform,Nintendo,1.45,0.07,1.1,0.15,81.0,42.0,7.4,67.0,E,2.77
365,Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,79.0,63.0,7.4,214.0,T,2.76
366,Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,1.21,1.19,0.04,0.29,69.0,44.0,6.6,177.0,E,2.73
367,FIFA 16,PS3,2015.0,Sports,Electronic Arts,0.42,1.84,0.05,0.4,,,3.1,59.0,E,2.71
368,L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,1.53,0.92,0.02,0.24,89.0,83.0,7.8,895.0,M,2.71
369,The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,95.0,30.0,9.1,314.0,E,2.7
370,Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,86.0,23.0,8.2,56.0,M,2.7
371,Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,82.0,71.0,6.5,233.0,T,2.7
372,Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,78.0,55.0,5.9,94.0,E,2.69
